年収,性別,婚姻区分,年齢,教育,世帯人数,世帯人数_18歳未満,平均預金残高,月最低残高,インターネットバンキング,プリペイ2_年,プリペイ2
200,男性,未婚,18,高卒,1,0,60,5,5,2,無プリペイ
100,女性,既婚,18,高卒,1,0,0,5,-1,2,無プリペイ
300,女性,既婚,18,高卒,2,0,30,10,-1,2,無プリペイ
150,女性,未婚,25,高卒,8,2,60,0,5,2,無プリペイ
200,女性,未婚,25,高卒,8,2,30,10,1,0.4,プリペイ
150,男性,未婚,18,高卒,6,3,90,0,1,1.4,プリペイ
250,男性,未婚,18,高卒,1,0,90,10,1,2,無プリペイ
400,男性,未婚,18,高卒,6,2,60,30,5,2,無プリペイ
100,男性,未婚,14,高卒,6,0,30,10,5,2,無プリペイ
100,女性,未婚,14,高卒,4,0,30,10,0,2,無プリペイ
100,女性,未婚,18,高卒,2,0,0,10,5,2,無プリペイ
300,男性,未婚,25,大卒,2,0,30,10,1,2,無プリペイ
150,男性,未婚,18,高卒,1,0,30,30,5,2,無プリペイ
100,女性,未婚,14,高卒,7,2,90,10,1,1.6,プリペイ
250,男性,既婚,18,高卒,2,0,30,10,0,1.1,プリペイ
300,女性,未婚,35,大卒,1,0,90,10,0,2,無プリペイ
300,女性,未婚,14,高卒,3,1,90,30,1,2,無プリペイ
100,男性,未婚,35,高卒,3,0,0,10,1,2,無プリペイ
400,男性,既婚,25,大卒,3,0,0,10,5,2,無プリペイ
150,男性,未婚,18,高卒,2,0,0,10,1,1,プリペイ
750,男性,既婚,25,高卒,4,0,60,30,1,0.9,プリペイ
100,男性,未婚,18,高卒,3,0,30,0,0,2,無プリペイ
100,男性,未婚,14,高卒,3,1,60,10,1,2,無プリペイ
300,男性,未婚,18,高卒,4,0,90,10,5,2,無プリペイ
150,男性,未婚,25,高卒,2,0,0,10,1,2,無プリペイ
250,男性,未婚,25,高卒,1,0,90,5,1,0.6,プリペイ
150,男性,未婚,25,高卒,4,0,0,10,-1,2,無プリペイ
750,男性,未婚,18,高卒,3,0,60,10,1,0.1,プリペイ
200,男性,既婚,35,高卒,4,1,0,10,1,1.6,プリペイ
250,女性,既婚,25,高卒,3,0,0,5,1,2,無プリペイ
100,男性,未婚,18,高卒,5,1,30,10,5,2,無プリペイ
200,男性,未婚,18,高卒,5,1,30,10,5,0.5,プリペイ
100,男性,未婚,35,高卒,1,0,0,0,1,2,無プリペイ
100,女性,未婚,14,高卒,4,0,60,10,5,2,無プリペイ
100,女性,未婚,14,高卒,6,1,30,10,5,0.6,プリペイ
100,女性,未婚,14,高卒,4,0,0,10,1,2,無プリペイ
100,女性,未婚,18,高卒,3,0,90,10,1,2,無プリペイ
100,女性,未婚,14,高卒,3,0,0,5,0,0.8,プリペイ
250,男性,未婚,25,高卒,1,0,30,0,-1,2,無プリペイ
400,女性,未婚,35,大卒,2,0,90,0,0,2,無プリペイ
100,男性,未婚,14,高卒,4,0,0,30,-1,2,無プリペイ
500,女性,既婚,35,高卒,4,1,0,5,1,2,無プリペイ
200,男性,未婚,18,高卒,3,0,0,10,5,2,無プリペイ
100,女性,既婚,18,高卒,4,0,90,30,1,2,無プリペイ
100,男性,未婚,18,高卒,6,1,0,10,0,2,無プリペイ
200,男性,未婚,18,大卒,1,0,30,30,-1,2,無プリペイ
100,男性,未婚,14,高卒,3,0,90,10,5,2,無プリペイ
100,女性,未婚,14,高卒,3,1,0,10,1,2,無プリペイ
100,女性,未婚,18,高卒,4,0,30,5,0,2,無プリペイ
100,女性,未婚,18,高卒,2,0,60,5,1,2,無プリペイ
100,女性,未婚,14,高卒,4,2,90,5,0,2,無プリペイ
100,女性,未婚,14,高卒,8,7,60,10,-1,2,無プリペイ
200,女性,未婚,35,高卒,1,0,30,30,1,0.5,プリペイ
300,男性,未婚,18,高卒,2,0,30,10,1,2,無プリペイ
100,女性,未婚,14,高卒,5,2,0,5,1,2,無プリペイ
100,女性,未婚,14,高卒,3,0,0,10,1,2,無プリペイ
400,男性,既婚,45,高卒,4,1,60,10,1,2,無プリペイ
400,男性,既婚,25,高卒,4,1,90,5,0,2,無プリペイ
150,女性,既婚,55,高卒,1,0,60,0,1,2,無プリペイ
400,女性,未婚,55,高卒,1,0,30,30,5,1.5,プリペイ
100,女性,未婚,14,高卒,4,6,0,5,-1,2,無プリペイ
100,女性,未婚,18,高卒,3,0,0,0,1,0.6,プリペイ
100,男性,未婚,14,高卒,3,1,30,10,1,0.7,プリペイ
300,女性,未婚,45,大卒,1,0,90,10,1,2,無プリペイ
200,女性,未婚,45,高卒,4,1,90,10,5,0.2,プリペイ
400,女性,既婚,45,高卒,2,0,60,0,1,2,無プリペイ
250,男性,未婚,18,高卒,4,0,90,10,0,2,無プリペイ
100,男性,未婚,18,高卒,1,0,60,30,0,1.7,プリペイ
150,女性,未婚,45,高卒,1,0,0,0,1,2,無プリペイ
400,男性,未婚,25,高卒,3,0,60,30,5,2,無プリペイ
100,男性,未婚,18,高卒,1,0,90,10,1,2,無プリペイ
300,男性,未婚,14,高卒,6,4,30,10,1,2,無プリペイ
250,男性,未婚,25,高卒,2,0,0,10,1,2,無プリペイ
500,女性,未婚,45,高卒,2,0,0,30,-1,2,無プリペイ
500,女性,未婚,18,高卒,1,0,90,10,5,0.6,プリペイ
250,女性,未婚,25,高卒,3,1,60,30,1,2,無プリペイ
100,男性,未婚,14,高卒,3,0,0,10,5,2,無プリペイ
150,男性,未婚,14,高卒,2,0,0,0,-1,2,無プリペイ
100,女性,未婚,18,高卒,3,0,60,0,0,2,無プリペイ
100,男性,未婚,18,高卒,1,0,0,10,1,2,無プリペイ
200,男性,未婚,18,高卒,3,0,90,10,1,2,無プリペイ
150,女性,未婚,14,高卒,4,2,90,10,1,2,無プリペイ
400,男性,未婚,35,大卒,2,0,90,10,1,0.1,プリペイ
100,女性,未婚,14,高卒,6,1,30,30,0,2,無プリペイ
250,女性,未婚,25,高卒,5,2,90,30,0,2,無プリペイ
400,男性,未婚,25,高卒,1,0,30,10,0,2,無プリペイ
100,女性,未婚,14,高卒,3,0,90,10,5,2,無プリペイ
200,女性,未婚,35,高卒,2,0,30,10,0,2,無プリペイ
250,女性,未婚,35,高卒,2,0,30,5,1,0.3,プリペイ
300,男性,未婚,25,高卒,3,0,60,5,0,2,無プリペイ
300,男性,未婚,45,高卒,4,0,30,10,1,0.6,プリペイ
300,男性,未婚,25,大卒,1,0,60,10,1,1.8,プリペイ
150,女性,既婚,18,高卒,2,0,60,10,1,1.4,プリペイ
100,男性,既婚,25,高卒,1,0,30,10,5,0.1,プリペイ
250,女性,既婚,18,高卒,2,0,0,30,1,2,無プリペイ
250,男性,既婚,18,高卒,2,0,90,10,5,2,無プリペイ
100,女性,未婚,25,高卒,2,0,60,10,1,2,無プリペイ
200,男性,未婚,25,高卒,3,0,60,10,1,2,無プリペイ
250,女性,既婚,25,大卒,3,0,30,5,5,0.3,プリペイ
150,男性,未婚,55,高卒,1,0,90,10,0,2,無プリペイ
400,女性,未婚,35,高卒,4,1,60,30,1,2,無プリペイ
400,男性,未婚,14,高卒,4,1,90,10,1,2,無プリペイ
400,女性,未婚,45,高卒,3,1,0,10,0,2,無プリペイ
400,男性,既婚,55,高卒,4,0,60,10,1,2,無プリペイ
300,女性,既婚,25,高卒,4,0,90,0,-1,2,無プリペイ
100,女性,未婚,18,高卒,3,0,0,10,1,1.7,プリペイ
150,男性,未婚,18,高卒,3,0,30,10,1,2,無プリペイ
100,女性,未婚,18,高卒,3,0,30,5,0,2,無プリペイ
100,女性,未婚,14,高卒,4,0,0,30,1,2,無プリペイ
100,女性,未婚,14,高卒,1,0,30,10,0,2,無プリペイ
100,女性,未婚,25,高卒,5,3,90,10,1,2,無プリペイ
100,女性,未婚,14,高卒,4,2,90,0,1,2,無プリペイ
100,男性,未婚,14,高卒,4,2,60,10,1,2,無プリペイ
100,男性,未婚,14,高卒,3,0,0,5,1,2,無プリペイ
100,女性,未婚,18,高卒,4,0,30,30,-1,2,無プリペイ
150,女性,未婚,25,高卒,3,0,30,30,1,2,無プリペイ
400,女性,未婚,65,高卒,1,0,0,10,1,2,無プリペイ
100,男性,未婚,18,高卒,2,0,30,10,0,2,無プリペイ
100,男性,未婚,35,高卒,4,0,90,5,1,2,無プリペイ
500,男性,既婚,35,大卒,1,0,90,5,0,2,無プリペイ
100,男性,未婚,25,高卒,1,0,0,10,0,2,無プリペイ
500,男性,未婚,18,高卒,8,2,90,0,1,2,無プリペイ
100,女性,未婚,14,高卒,2,0,0,10,1,2,無プリペイ
100,男性,未婚,25,大卒,2,0,90,10,-1,2,無プリペイ
100,女性,未婚,18,高卒,1,0,30,5,1,0.4,プリペイ
100,男性,未婚,65,大卒,1,0,0,30,1,2,無プリペイ
100,男性,未婚,65,大卒,1,0,30,10,1,2,無プリペイ
500,男性,未婚,18,高卒,5,0,60,10,0,2,無プリペイ
500,男性,未婚,45,高卒,1,0,90,5,1,2,無プリペイ
500,女性,未婚,18,高卒,4,0,30,0,0,2,無プリペイ
750,男性,未婚,18,高卒,9,8,30,10,1,2,無プリペイ
100,男性,未婚,65,高卒,4,1,30,10,1,2,無プリペイ
100,女性,未婚,18,高卒,3,0,90,30,0,0.1,プリペイ
100,女性,未婚,18,高卒,1,0,0,10,1,2,無プリペイ
400,男性,未婚,45,大卒,1,0,0,10,-1,2,無プリペイ
100,男性,未婚,18,高卒,1,0,30,10,1,2,無プリペイ
100,男性,未婚,18,高卒,1,0,90,0,1,2,無プリペイ
150,男性,未婚,25,大卒,4,0,60,0,1,2,無プリペイ
250,男性,未婚,35,大卒,1,0,60,10,-1,2,無プリペイ
100,男性,未婚,18,高卒,6,1,60,10,1,2,無プリペイ
200,男性,未婚,18,高卒,4,0,0,10,1,2,無プリペイ
100,女性,未婚,18,高卒,4,0,30,0,5,2,無プリペイ
100,男性,未婚,25,大卒,1,0,60,0,1,2,無プリペイ
250,男性,未婚,25,高卒,1,0,0,10,5,2,無プリペイ
100,男性,未婚,18,高卒,5,0,0,10,1,0.7,プリペイ
100,女性,未婚,18,高卒,6,0,30,10,5,0.4,プリペイ
100,男性,未婚,18,高卒,3,0,30,10,5,0.3,プリペイ
100,男性,未婚,18,高卒,3,0,0,5,5,2,無プリペイ
300,男性,未婚,18,高卒,4,0,60,10,1,2,無プリペイ
100,男性,未婚,35,高卒,1,0,30,10,1,2,無プリペイ
100,男性,未婚,18,高卒,2,0,0,30,1,2,無プリペイ
100,男性,未婚,18,高卒,2,1,60,10,-1,2,無プリペイ
100,男性,未婚,18,高卒,6,0,0,5,0,2,無プリペイ
100,女性,未婚,35,大卒,2,0,30,10,0,2,無プリペイ
100,女性,未婚,14,高卒,4,1,90,10,1,2,無プリペイ
100,女性,未婚,18,高卒,6,0,30,10,1,1.4,プリペイ
150,男性,未婚,18,高卒,2,1,0,10,1,2,無プリペイ
100,男性,未婚,14,高卒,1,0,60,10,1,2,無プリペイ
100,女性,未婚,35,高卒,1,0,60,10,0,2,無プリペイ
200,男性,既婚,25,高卒,1,0,60,30,0,1.6,プリペイ
100,女性,未婚,25,高卒,1,0,30,30,1,2,無プリペイ
200,男性,未婚,35,大卒,1,0,30,5,5,2,無プリペイ
100,男性,未婚,35,高卒,1,0,0,0,1,2,無プリペイ
100,男性,未婚,18,高卒,1,0,0,10,1,2,無プリペイ
250,女性,未婚,18,高卒,5,1,0,10,-1,2,無プリペイ
150,男性,未婚,35,高卒,1,0,60,10,5,2,無プリペイ
100,男性,未婚,25,高卒,1,0,30,5,5,1.1,プリペイ
100,男性,未婚,35,高卒,1,0,0,10,5,2,無プリペイ
100,女性,未婚,18,高卒,2,0,60,30,0,2,無プリペイ
100,女性,未婚,35,高卒,2,0,30,10,1,2,無プリペイ
100,女性,未婚,35,高卒,5,0,60,30,1,2,無プリペイ
100,男性,未婚,25,高卒,1,0,0,10,1,2,無プリペイ
150,女性,既婚,25,大卒,3,0,60,10,1,0.1,プリペイ
500,女性,既婚,35,大卒,5,2,60,0,1,1.2,プリペイ
200,男性,未婚,35,高卒,1,0,0,10,5,2,無プリペイ
100,男性,未婚,25,高卒,1,0,90,30,1,2,無プリペイ
100,男性,未婚,35,高卒,1,0,30,0,5,2,無プリペイ
100,男性,既婚,35,高卒,4,0,0,10,1,2,無プリペイ
100,男性,未婚,35,高卒,1,0,90,30,0,2,無プリペイ
100,男性,未婚,35,高卒,1,0,60,10,0,2,無プリペイ
100,男性,未婚,14,高卒,5,2,0,10,1,2,無プリペイ
750,女性,既婚,55,大卒,2,0,0,30,0,2,無プリペイ
100,女性,未婚,14,高卒,5,0,0,10,1,2,無プリペイ
500,女性,未婚,18,高卒,4,0,60,10,0,2,無プリペイ
500,女性,既婚,25,高卒,2,0,90,10,0,2,無プリペイ
500,男性,既婚,45,高卒,3,0,60,30,1,2,無プリペイ
200,女性,未婚,45,高卒,1,0,30,10,1,0.1,プリペイ
100,女性,未婚,14,高卒,3,1,90,10,1,2,無プリペイ
200,男性,未婚,18,高卒,3,2,30,10,5,2,無プリペイ
250,男性,未婚,18,高卒,7,5,0,30,1,2,無プリペイ
250,男性,未婚,35,高卒,1,0,60,30,-1,2,無プリペイ
100,女性,未婚,14,高卒,3,0,0,10,1,2,無プリペイ
100,女性,未婚,18,高卒,6,1,60,10,1,2,無プリペイ
250,男性,未婚,25,高卒,1,0,60,30,1,2,無プリペイ
100,男性,未婚,25,高卒,1,0,60,10,1,0.2,プリペイ
400,男性,既婚,45,大卒,2,0,90,5,1,2,無プリペイ
100,女性,未婚,14,高卒,4,1,30,10,1,2,無プリペイ
250,女性,未婚,25,大卒,1,0,60,10,-1,2,無プリペイ
500,男性,既婚,45,大卒,2,0,60,10,-1,2,無プリペイ
400,女性,未婚,55,高卒,1,0,60,0,-1,2,無プリペイ
300,女性,既婚,55,高卒,4,0,30,10,1,2,無プリペイ
250,男性,既婚,65,高卒,2,0,30,0,-1,2,無プリペイ
400,女性,既婚,55,高卒,2,0,0,10,5,0.1,プリペイ
100,女性,未婚,55,高卒,2,0,90,30,1,2,無プリペイ
250,女性,未婚,65,高卒,1,0,0,10,-1,2,無プリペイ
100,女性,未婚,14,高卒,4,0,0,30,1,2,無プリペイ
250,女性,未婚,14,高卒,2,0,60,5,1,2,無プリペイ
100,女性,未婚,14,高卒,4,2,90,5,-1,2,無プリペイ
100,女性,未婚,14,高卒,9,6,30,10,5,2,無プリペイ
100,女性,未婚,14,高卒,4,1,0,30,1,2,無プリペイ
100,女性,未婚,14,高卒,4,1,90,10,1,2,無プリペイ
100,女性,未婚,14,高卒,4,1,90,10,1,2,無プリペイ
100,女性,未婚,14,高卒,3,0,0,10,1,2,無プリペイ
100,男性,未婚,14,高卒,4,1,60,5,1,2,無プリペイ
400,女性,既婚,25,大卒,5,2,0,0,0,0.3,プリペイ
500,女性,未婚,18,高卒,4,0,60,5,5,2,無プリペイ
100,女性,未婚,14,高卒,3,0,90,5,1,2,無プリペイ
100,女性,未婚,14,高卒,2,0,90,10,-1,2,無プリペイ
100,女性,未婚,14,高卒,2,0,90,10,5,2,無プリペイ
100,男性,既婚,65,高卒,2,0,30,10,1,2,無プリペイ
100,女性,未婚,14,高卒,4,1,0,5,-1,2,無プリペイ
500,女性,既婚,65,高卒,2,0,90,10,5,1.3,プリペイ
500,男性,既婚,55,高卒,3,0,60,30,1,2,無プリペイ
750,男性,既婚,65,高卒,2,0,0,5,5,2,無プリペイ
750,女性,既婚,55,高卒,2,0,60,10,-1,1.7,プリペイ
500,男性,既婚,65,高卒,2,0,0,10,0,2,無プリペイ
750,男性,既婚,65,高卒,2,0,60,30,1,2,無プリペイ
750,男性,既婚,35,高卒,2,0,60,10,1,2,無プリペイ
500,女性,既婚,55,高卒,2,0,0,5,1,1.4,プリペイ
100,女性,未婚,14,高卒,4,1,90,0,1,2,無プリペイ
750,男性,未婚,14,高卒,4,0,30,10,1,2,無プリペイ
500,女性,未婚,14,高卒,4,1,30,30,-1,1.8,プリペイ
100,女性,未婚,14,高卒,3,0,90,10,-1,2,無プリペイ
500,女性,未婚,14,高卒,4,1,60,10,5,2,無プリペイ
100,女性,未婚,14,高卒,4,1,0,10,1,2,無プリペイ
100,女性,未婚,14,高卒,2,0,60,0,5,2,無プリペイ
100,男性,未婚,14,高卒,4,0,90,10,1,2,無プリペイ
750,女性,未婚,14,高卒,5,2,0,5,0,2,無プリペイ
750,女性,未婚,14,高卒,4,0,60,10,1,2,無プリペイ
100,女性,未婚,14,高卒,3,0,60,10,0,2,無プリペイ
750,女性,既婚,45,高卒,1,0,30,10,1,2,無プリペイ
750,女性,既婚,35,大卒,3,0,60,10,-1,2,無プリペイ
500,女性,未婚,18,高卒,4,0,90,0,0,2,無プリペイ
750,男性,既婚,35,高卒,2,0,0,0,5,0.1,プリペイ
500,男性,未婚,45,高卒,1,0,60,0,1,2,無プリペイ
750,男性,既婚,45,高卒,6,1,90,10,-1,2,無プリペイ
750,女性,既婚,45,高卒,2,0,30,0,1,2,無プリペイ
400,男性,未婚,25,高卒,3,0,30,10,5,2,無プリペイ
750,女性,未婚,35,大卒,1,0,60,10,1,2,無プリペイ
500,女性,既婚,25,高卒,2,0,30,10,-1,2,無プリペイ
750,男性,既婚,25,高卒,2,0,60,10,5,1.7,プリペイ
500,男性,未婚,35,高卒,1,0,90,10,0,2,無プリペイ
500,女性,未婚,45,高卒,3,0,90,5,1,2,無プリペイ
750,男性,未婚,25,大卒,1,0,90,10,5,2,無プリペイ
750,男性,既婚,25,高卒,3,0,30,10,1,0.9,プリペイ
750,女性,既婚,35,高卒,3,0,60,5,1,2,無プリペイ
750,女性,既婚,35,高卒,4,1,30,10,5,2,無プリペイ
750,女性,既婚,45,高卒,2,0,60,10,0,2,無プリペイ
500,女性,既婚,45,高卒,5,1,0,5,1,1.4,プリペイ
500,女性,未婚,18,高卒,4,0,0,0,1,2,無プリペイ
500,女性,既婚,35,高卒,4,1,30,0,1,2,無プリペイ
750,女性,既婚,45,高卒,2,0,0,10,5,2,無プリペイ
500,女性,既婚,35,高卒,2,0,60,5,1,2,無プリペイ
750,女性,既婚,25,高卒,4,1,0,10,1,2,無プリペイ
500,女性,既婚,35,高卒,3,0,30,10,0,2,無プリペイ
750,女性,既婚,25,高卒,4,1,30,10,1,2,無プリペイ
400,女性,未婚,18,高卒,3,0,60,10,1,2,無プリペイ
300,女性,既婚,25,高卒,2,0,30,5,1,2,無プリペイ
250,男性,既婚,25,高卒,2,0,0,10,5,2,無プリペイ
400,女性,既婚,25,高卒,4,1,60,10,5,2,無プリペイ
400,女性,既婚,18,高卒,2,0,30,10,0,2,無プリペイ
300,女性,既婚,25,高卒,2,0,0,10,5,2,無プリペイ
100,女性,未婚,18,高卒,3,0,60,0,1,2,無プリペイ
200,女性,未婚,35,高卒,2,0,90,10,1,2,無プリペイ
300,男性,既婚,25,高卒,3,0,60,10,1,2,無プリペイ
100,女性,未婚,25,高卒,1,0,30,10,1,2,無プリペイ
100,女性,未婚,18,高卒,5,1,0,0,0,2,無プリペイ
100,女性,未婚,18,高卒,4,0,90,10,1,2,無プリペイ
100,男性,未婚,18,高卒,2,0,30,30,-1,2,無プリペイ
100,女性,未婚,18,高卒,5,1,90,10,1,0.1,プリペイ
250,女性,既婚,35,高卒,4,1,30,10,5,2,無プリペイ
300,男性,未婚,45,高卒,1,0,60,0,1,2,無プリペイ
100,男性,未婚,25,高卒,2,0,0,10,1,0.4,プリペイ
150,女性,未婚,18,高卒,2,0,60,10,0,1,プリペイ
100,女性,未婚,18,高卒,4,0,0,10,0,2,無プリペイ
150,女性,未婚,25,高卒,3,0,90,10,5,0.6,プリペイ
100,女性,未婚,18,大卒,4,0,60,0,5,0.4,プリペイ
100,男性,未婚,18,大卒,4,0,0,10,0,2,無プリペイ
100,男性,未婚,18,高卒,7,1,90,0,5,1.9,プリペイ
100,男性,未婚,18,高卒,4,0,30,10,1,1.3,プリペイ
250,女性,未婚,35,高卒,1,0,60,10,1,2,無プリペイ
300,男性,未婚,35,高卒,2,0,0,10,0,2,無プリペイ
100,女性,未婚,18,高卒,3,0,30,30,5,0.1,プリペイ
100,女性,未婚,18,高卒,1,0,90,10,1,1.5,プリペイ
300,男性,未婚,18,高卒,3,0,30,5,5,2,無プリペイ
100,女性,未婚,18,高卒,5,0,30,10,1,1.1,プリペイ
300,男性,未婚,35,大卒,1,0,90,0,5,2,無プリペイ
100,女性,未婚,18,高卒,3,0,30,30,1,2,無プリペイ
150,女性,既婚,25,高卒,2,0,60,30,5,1.9,プリペイ
250,女性,未婚,18,高卒,1,0,30,30,5,2,無プリペイ
400,女性,未婚,35,高卒,1,0,90,5,1,2,無プリペイ
100,女性,未婚,18,高卒,5,0,0,5,1,2,無プリペイ
100,女性,未婚,18,高卒,4,0,60,5,1,2,無プリペイ
300,男性,未婚,25,高卒,2,0,60,30,1,2,無プリペイ
300,男性,未婚,45,高卒,1,0,30,10,1,1.9,プリペイ
300,男性,未婚,25,大卒,1,0,30,0,1,2,無プリペイ
100,女性,未婚,18,高卒,1,0,30,30,1,2,無プリペイ
300,女性,既婚,25,高卒,2,0,0,0,-1,2,無プリペイ
200,女性,既婚,18,高卒,2,0,30,10,5,2,無プリペイ
300,女性,既婚,55,高卒,2,0,30,10,0,2,無プリペイ
300,女性,既婚,55,大卒,2,0,60,5,1,2,無プリペイ
200,女性,既婚,55,高卒,1,0,30,5,1,2,無プリペイ
100,女性,未婚,65,高卒,1,0,30,10,1,2,無プリペイ
300,男性,既婚,65,高卒,2,0,60,0,-1,2,無プリペイ
100,男性,未婚,14,高卒,3,0,90,10,1,1.5,プリペイ
100,女性,未婚,14,高卒,5,2,30,10,1,2,無プリペイ
100,女性,未婚,14,高卒,4,1,30,10,-1,2,無プリペイ
750,男性,既婚,55,大卒,2,0,30,10,1,2,無プリペイ
500,女性,未婚,55,高卒,3,0,90,0,1,2,無プリペイ
750,女性,既婚,55,高卒,5,0,30,10,1,2,無プリペイ
750,男性,既婚,65,高卒,2,0,0,0,1,2,無プリペイ
100,男性,未婚,14,高卒,5,0,90,10,0,2,無プリペイ
100,女性,未婚,14,高卒,3,1,30,5,-1,2,無プリペイ
400,女性,未婚,14,高卒,5,2,30,30,1,2,無プリペイ
100,女性,未婚,14,高卒,4,0,90,10,5,0.6,プリペイ
100,女性,未婚,14,高卒,4,1,0,0,1,0.3,プリペイ
100,女性,未婚,14,高卒,4,1,0,10,1,2,無プリペイ
100,女性,未婚,25,高卒,1,0,60,30,-1,2,無プリペイ
250,女性,既婚,25,高卒,3,0,60,10,1,0.4,プリペイ
100,男性,未婚,18,高卒,5,0,0,0,1,2,無プリペイ
100,男性,未婚,18,高卒,4,0,60,10,-1,2,無プリペイ
100,男性,未婚,18,大卒,1,0,60,10,1,2,無プリペイ
300,女性,未婚,25,高卒,1,0,30,10,5,2,無プリペイ
400,男性,既婚,25,大卒,2,0,30,10,0,2,無プリペイ
150,男性,未婚,18,高卒,6,0,60,10,1,2,無プリペイ
100,女性,未婚,35,高卒,3,0,60,30,1,2,無プリペイ
300,女性,既婚,25,高卒,3,0,0,0,1,1.3,プリペイ
750,女性,既婚,65,高卒,2,0,90,10,5,2,無プリペイ
100,女性,未婚,18,高卒,1,0,30,10,1,1.4,プリペイ
300,男性,既婚,25,高卒,3,0,90,10,1,2,無プリペイ
300,男性,未婚,25,大卒,1,0,60,10,-1,2,無プリペイ
100,女性,未婚,18,高卒,5,2,30,10,-1,2,無プリペイ
200,女性,未婚,35,高卒,3,0,60,0,-1,0.5,プリペイ
400,男性,未婚,18,高卒,2,0,60,30,-1,2,無プリペイ
100,男性,未婚,25,高卒,3,0,0,10,5,2,無プリペイ
250,女性,未婚,35,大卒,4,0,0,10,1,1.1,プリペイ
400,女性,既婚,18,高卒,2,0,90,10,-1,2,無プリペイ
150,男性,未婚,45,高卒,2,0,90,0,5,2,無プリペイ
400,女性,既婚,25,高卒,3,0,60,0,1,2,無プリペイ
300,女性,既婚,35,大卒,6,1,60,10,1,2,無プリペイ
300,女性,未婚,18,高卒,3,0,90,10,1,2,無プリペイ
300,女性,既婚,45,高卒,4,1,30,5,1,1.5,プリペイ
150,女性,未婚,35,大卒,4,1,60,30,-1,2,無プリペイ
750,女性,既婚,35,高卒,2,0,90,10,1,2,無プリペイ
200,男性,未婚,25,高卒,2,0,90,30,5,2,無プリペイ
500,女性,未婚,35,高卒,1,0,0,5,1,2,無プリペイ
500,女性,既婚,35,大卒,4,1,0,30,1,2,無プリペイ
500,女性,既婚,45,高卒,2,0,0,10,0,2,無プリペイ
750,女性,既婚,25,高卒,2,0,60,30,5,2,無プリペイ
500,男性,既婚,25,大卒,2,0,0,10,-1,2,無プリペイ
750,女性,既婚,55,高卒,3,0,0,10,1,2,無プリペイ
500,男性,未婚,18,高卒,3,0,0,5,0,1.2,プリペイ
750,男性,既婚,35,高卒,2,0,60,10,5,1.3,プリペイ
750,女性,既婚,45,高卒,2,0,90,10,1,2,無プリペイ
750,女性,既婚,25,高卒,2,0,0,10,1,2,無プリペイ
500,男性,既婚,25,大卒,2,0,90,5,-1,2,無プリペイ
500,女性,既婚,25,高卒,2,0,60,30,5,2,無プリペイ
500,男性,既婚,25,大卒,2,0,90,10,1,1.9,プリペイ
500,女性,既婚,45,高卒,4,1,30,5,-1,2,無プリペイ
500,女性,既婚,35,大卒,6,3,0,10,1,2,無プリペイ
750,男性,既婚,55,大卒,2,0,60,0,1,2,無プリペイ
500,男性,既婚,55,高卒,2,0,60,0,0,2,無プリペイ
750,女性,既婚,35,大卒,4,0,90,10,5,2,無プリペイ
500,男性,既婚,55,高卒,2,0,90,10,-1,2,無プリペイ
500,女性,既婚,65,高卒,2,0,0,5,1,1.7,プリペイ
750,女性,既婚,55,高卒,3,0,30,10,0,2,無プリペイ
300,男性,既婚,25,大卒,3,0,60,5,1,2,無プリペイ
100,男性,未婚,25,大卒,1,0,30,5,5,2,無プリペイ
200,男性,未婚,18,高卒,6,0,0,5,1,2,無プリペイ
250,男性,未婚,18,高卒,4,0,60,10,0,2,無プリペイ
